threshold,precision,recall,f1,f05,tp,fp,fn,eligible_recall_070
0.00356645998544991,0.01686874011597259,1.0,0.03317781233799896,0.02099737532808399,32,1865,0,True
0.0035653249360620975,0.01685985247629083,1.0,0.03316062176165803,0.02098635886673662,32,1866,0,True
0.003564516780897975,0.01685097419694576,1.0,0.033143448990160536,0.02097535395909806,32,1867,0,True
0.003563622711226344,0.016842105263157894,1.0,0.033126293995859216,0.020964360587002098,32,1868,0,True
0.003561444114893675,0.016833245660178853,1.0,0.03310915675116399,0.020953378732320588,32,1869,0,True
0.003558264346793294,0.016824395373291272,1.0,0.033092037228541885,0.020942408376963352,32,1870,0,True
0.0035577842500060797,0.016815554387808723,1.0,0.03307493540051679,0.020931449502878074,32,1871,0,True
0.0035569630563259125,0.01680672268907563,1.0,0.03305785123966942,0.02092050209205021,32,1872,0,True
0.003556865034624934,0.01679790026246719,1.0,0.03304078471863707,0.020909566126502875,32,1873,0,True
0.0035563751589506865,0.016789087093389297,1.0,0.033023735810113516,0.02089864158829676,32,1874,0,True
0.003554555354639888,0.016780283167278448,1.0,0.03300670448684889,0.020887728459530026,32,1875,0,True
0.003554550465196371,0.016771488469601678,1.0,0.032989690721649485,0.020876826722338204,32,1876,0,True
0.0035543646663427353,0.01676270298585647,1.0,0.03297269448737764,0.020865936358894107,32,1877,0,True
0.0035513832699507475,0.016753926701570682,1.0,0.032955715756951595,0.020855057351407715,32,1878,0,True
0.003551240311935544,0.01674515960230246,1.0,0.032938754503345345,0.020844189682126108,32,1879,0,True
0.003551170928403735,0.016736401673640166,1.0,0.03292181069958848,0.020833333333333332,32,1880,0,True
0.003550114342942834,0.0167276529012023,1.0,0.032904884318766064,0.020822488287350338,32,1881,0,True
0.0035488703288137913,0.01671891327063741,1.0,0.0328879753340185,0.02081165452653486,32,1882,0,True
0.0035486561246216297,0.01671018276762402,1.0,0.03287108371854135,0.02080083203328133,32,1883,0,True
0.0035465960390865803,0.016701461377870562,1.0,0.03285420944558522,0.02079002079002079,32,1884,0,True
0.003545620711520314,0.016692749087115284,1.0,0.032837352488455616,0.02077922077922078,32,1885,0,True
0.003545211162418127,0.016684045881126174,1.0,0.03282051282051282,0.020768431983385256,32,1886,0,True
0.0035445005632936954,0.016675351745700884,1.0,0.032803690415171706,0.02075765438505449,32,1887,0,True
0.0035434782039374113,0.016666666666666666,1.0,0.03278688524590164,0.02074688796680498,32,1888,0,True
0.0035431196447461843,0.01665799062988027,1.0,0.03277009728622632,0.020736132711249352,32,1889,0,True
0.0035426802933216095,0.01664932362122789,1.0,0.032753326509723645,0.02072538860103627,32,1890,0,True
0.0035416283644735813,0.016640665626625067,1.0,0.03273657289002557,0.020714655618850338,32,1891,0,True
0.0035406709648668766,0.016632016632016633,1.0,0.032719836400818,0.020703933747412008,32,1892,0,True
0.003540420439094305,0.016623376623376623,1.0,0.032703117015840576,0.020693222969477496,32,1893,0,True
0.003540206700563431,0.016614745586708203,1.0,0.03268641470888662,0.020682523267838676,32,1894,0,True
0.0035399626940488815,0.01660612350804359,1.0,0.03266972945380296,0.020671834625323,32,1895,0,True
0.0035394211299717426,0.016597510373443983,1.0,0.0326530612244898,0.02066115702479339,32,1896,0,True
0.003538188524544239,0.01658890616899948,1.0,0.03263640999490056,0.020650490449148167,32,1897,0,True
0.003538049291819334,0.016580310880829015,1.0,0.0326197757390418,0.02063983488132095,32,1898,0,True
0.003536050906404853,0.016571724495080268,1.0,0.032603158430973,0.020629190304280558,32,1899,0,True
0.003534970572218299,0.016563146997929608,1.0,0.032586558044806514,0.020618556701030927,32,1900,0,True
0.003534675110131502,0.016554578375581996,1.0,0.03256997455470738,0.020607934054611025,32,1901,0,True
0.0035323933698236942,0.016546018614270942,1.0,0.03255340793489318,0.02059732234809475,32,1902,0,True
0.0035311379469931126,0.016537467700258397,1.0,0.03253685815963396,0.020586721564590838,32,1903,0,True
0.0035307621583342552,0.01652892561983471,1.0,0.032520325203252036,0.0205761316872428,32,1904,0,True
0.003528896952047944,0.016520392359318535,1.0,0.03250380904012189,0.02056555269922879,32,1905,0,True
0.0035249823704361916,0.016511867905056758,1.0,0.03248730964467005,0.020554984583761562,32,1906,0,True
0.003524880390614271,0.016503352243424446,1.0,0.032470826991374935,0.02054442732408834,32,1907,0,True
0.0035247562918812037,0.016494845360824743,1.0,0.032454361054766734,0.02053388090349076,32,1908,0,True
0.003523929277434945,0.01648634724368882,1.0,0.03243791180942727,0.02052334530528476,32,1909,0,True
0.0035239141434431076,0.016477857878475798,1.0,0.03242147922998987,0.020512820512820513,32,1910,0,True
0.003523594234138727,0.016469377251672673,1.0,0.03240506329113924,0.020502306509482315,32,1911,0,True
0.003522752318531275,0.01646090534979424,1.0,0.032388663967611336,0.020491803278688523,32,1912,0,True
0.0035224477760493755,0.016452442159383032,1.0,0.03237228123419322,0.02048131080389145,32,1913,0,True
0.003519227262586355,0.01644398766700925,1.0,0.032355915065722954,0.02047082906857728,32,1914,0,True
0.00351887964643538,0.016435541859270673,1.0,0.03233956543708944,0.020460358056265986,32,1915,0,True
0.0035179248079657555,0.01642710472279261,1.0,0.03232323232323232,0.02044989775051125,32,1916,0,True
0.003516650991514325,0.016418676244227808,1.0,0.03230691569914185,0.020439448134900357,32,1917,0,True
0.0035165208391845226,0.01641025641025641,1.0,0.03229061553985873,0.020429009193054137,32,1918,0,True
0.00351572223007679,0.016401845207585853,1.0,0.03227433182047403,0.02041858090862685,32,1919,0,True
0.003515527117997408,0.01639344262295082,1.0,0.03225806451612903,0.02040816326530612,32,1920,0,True
0.0035150626208633184,0.01638504864311316,1.0,0.03224181360201511,0.02039775624681285,32,1921,0,True
0.00351458671502769,0.016376663254861822,1.0,0.032225579053373615,0.020387359836901122,32,1922,0,True
0.003511935705319047,0.016368286445012786,1.0,0.03220936084549572,0.020376974019358125,32,1923,0,True
0.0035100516397506,0.016359918200409,1.0,0.03219315895372234,0.020366598778004074,32,1924,0,True
0.0035099871456623077,0.016351558507920288,1.0,0.03217697335344394,0.020356234096692113,32,1925,0,True
0.0035099752712994814,0.01634320735444331,1.0,0.032160804020100506,0.02034587995930824,32,1926,0,True
0.0035081577952951193,0.01633486472690148,1.0,0.03214465092918132,0.020335536349771224,32,1927,0,True
0.003507716115564108,0.0163265306122449,1.0,0.0321285140562249,0.02032520325203252,32,1928,0,True
0.0035072509199380875,0.01631820499745028,1.0,0.032112393376818864,0.02031488065007618,32,1929,0,True
0.0035063577815890312,0.0163098878695209,1.0,0.0320962888665998,0.02030456852791878,32,1930,0,True
0.003505528438836336,0.0163015792154865,1.0,0.03208020050125313,0.020294266869609334,32,1931,0,True
0.0035050087608397007,0.016293279022403257,1.0,0.03206412825651302,0.02028397565922921,32,1932,0,True
0.0035017908085137606,0.01628498727735369,1.0,0.03204807210816224,0.02027369488089204,32,1933,0,True
0.0035017458721995354,0.01627670396744659,1.0,0.03203203203203203,0.020263424518743668,32,1934,0,True
0.0034991512075066566,0.01626842907981698,1.0,0.032016008004002,0.020253164556962026,32,1935,0,True
0.003499064827337861,0.016260162601626018,1.0,0.032,0.020242914979757085,32,1936,0,True
0.0034971830900758505,0.016251904520060943,1.0,0.031984007996002,0.020232675771370764,32,1937,0,True
0.003497171448543668,0.016243654822335026,1.0,0.03196803196803197,0.020222446916076844,32,1938,0,True
0.003497128142043948,0.016235413495687467,1.0,0.03195207189216176,0.0202122283981809,32,1939,0,True
0.003497063647955656,0.016227180527383367,1.0,0.031936127744510975,0.020202020202020204,32,1940,0,True
0.0034956978633999825,0.016218955904713634,1.0,0.03192019950124688,0.020191822311963654,32,1941,0,True
0.003495159326121211,0.016210739614994935,1.0,0.031904287138584245,0.020181634712411706,32,1942,0,True
0.0034950035624206066,0.01620253164556962,1.0,0.03188839063278525,0.020171457387796268,32,1943,0,True
0.00349110784009099,0.016194331983805668,1.0,0.03187250996015936,0.020161290322580645,32,1944,0,True
0.003490537405014038,0.01618614061709661,1.0,0.031856645097063215,0.020151133501259445,32,1945,0,True
0.0034888528753072023,0.016177957532861477,1.0,0.031840796019900496,0.02014098690835851,32,1946,0,True
0.0034879492595791817,0.01616978271854472,1.0,0.03182496270512183,0.020130850528434826,32,1947,0,True
0.0034878267906606197,0.01616161616161616,1.0,0.03180914512922465,0.02012072434607646,32,1948,0,True
0.0034859259612858295,0.016153457849570924,1.0,0.031793343268753105,0.020110608345902465,32,1949,0,True
0.0034847536589950323,0.016145307769929364,1.0,0.031777557100297914,0.020100502512562814,32,1950,0,True
0.0034841708838939667,0.016137165910237016,1.0,0.03176178660049628,0.020090406830738324,32,1951,0,True
0.00348326051607728,0.016129032258064516,1.0,0.031746031746031744,0.020080321285140562,32,1952,0,True
0.0034814649261534214,0.016120906801007556,1.0,0.03173029251363411,0.02007024586051179,32,1953,0,True
0.0034807503689080477,0.016112789526686808,1.0,0.031714568880079286,0.020060180541624874,32,1954,0,True
0.00347896758466959,0.01610468042274786,1.0,0.0316988608221892,0.020050125313283207,32,1955,0,True
0.003477976191788912,0.01609657947686117,1.0,0.031683168316831684,0.02004008016032064,32,1956,0,True
0.0034739726688712835,0.01608848667672197,1.0,0.03166749134092034,0.020030045067601403,32,1957,0,True
0.0034724671859294176,0.016080402010050253,1.0,0.03165182987141444,0.02002002002002002,32,1958,0,True
0.0034718189854174852,0.01607232546459066,1.0,0.03163618388531883,0.02001000500250125,32,1959,0,True
0.0034717065282166004,0.01606425702811245,1.0,0.03162055335968379,0.02,32,1960,0,True
0.003470886731520295,0.016056196688409432,1.0,0.03160493827160494,0.01999000499750125,32,1961,0,True
0.0034688457380980253,0.0160481444332999,1.0,0.0315893385982231,0.01998001998001998,32,1962,0,True
0.0034687877632677555,0.016040100250626566,1.0,0.031573754316724226,0.0199700449326011,32,1963,0,True
